"id";"temperatureVal";"currentVal";"rpmVal";"receivedTime";"acc1Avg";"acc1Std";"acc2Avg";"acc2Std";"classification"
37898;29.8;0.88;3960;"2016-04-12 14:01:21";529.580110497;5.02704750501;619.790055249;1.79628545432;3
37899;29.79;0.87;3981;"2016-04-12 14:01:22";532.5;2.47767812455;613.944444444;7.54594977618;3
37900;29.83;0.87;3966;"2016-04-12 14:01:23";530.763779528;4.45883479874;618.511811024;2.45868584619;3
37901;29.85;0.87;4008;"2016-04-12 14:01:24";529.674698795;3.21558116966;618.759036145;1.90491034128;3
37902;29.85;0.89;4008;"2016-04-12 14:01:24";529.75;2.60208249933;617.083333333;1.46959934071;3
37903;29.85;0.9;3897;"2016-04-12 14:01:25";528.846153846;1.40582052942;619.615384615;0.486504255411;3
37904;29.83;0.89;3897;"2016-04-12 14:01:25";528.6;1.49666295471;619.0;0.632455532034;3
37905;29.85;0.89;3897;"2016-04-12 14:01:25";527.083333333;2.56444709224;621.833333333;1.28019095798;3
37906;29.89;0.87;3900;"2016-04-12 14:01:26";533.575;4.30244600973;617.966666667;12.2201563911;3
37907;29.91;0.89;3777;"2016-04-12 14:01:28";530.950819672;8.84090016467;619.06557377;2.67881092081;3
37908;29.91;0.91;3777;"2016-04-12 14:01:28";530.933333333;3.25508149753;617.533333333;1.30979218029;3
37909;29.93;0.87;3753;"2016-04-12 14:01:29";527.428571429;1.87899234828;620.357142857;1.79710651792;3
37910;29.96;0.9;3861;"2016-04-12 14:01:31";529.903846154;3.63217256126;619.182692308;2.3174273828;3
37911;29.98;0.92;3873;"2016-04-12 14:01:32";530.493975904;4.93298095067;619.355421687;1.88531119876;3
37912;29.99;0.87;3969;"2016-04-12 14:01:35";531.375;4.01639562587;618.632352941;2.87946283678;3
37913;29.99;0.93;3969;"2016-04-12 14:01:35";532.6;1.95959179423;617.9;1.7;3
37914;30.01;0.89;3993;"2016-04-12 14:01:36";530.584158416;2.40571648714;618.811881188;7.66981078327;3
37915;30.14;0.88;3948;"2016-04-12 14:01:39";529.308;6.62941445378;619.516;2.09612595041;3
37916;30.59;0.64;3021;"2016-04-12 14:03:35";536.0;1.0;616.5;0.5;2
37917;30.59;0.59;3021;"2016-04-12 14:03:35";534.285714286;1.03015750728;616.571428571;0.494871659305;2
37918;30.57;0.6;3021;"2016-04-12 14:03:35";531.3;1.67630546142;618.7;0.9;2
37919;30.57;0.6;2988;"2016-04-12 14:03:36";534.0;0.755928946018;619.428571429;0.728431359085;2
37920;30.57;0.59;2988;"2016-04-12 14:03:36";530.736842105;1.51630108325;619.684210526;3.49514899282;2
37921;30.57;0.59;2988;"2016-04-12 14:03:36";529.857142857;0.638876565;619.428571429;0.728431359085;2
37922;30.59;0.58;2973;"2016-04-12 14:03:37";530.0;2.16585066219;619.363636364;2.51080310487;2
37923;30.57;0.59;2973;"2016-04-12 14:03:37";529.0;2.09165006634;619.125;1.93245310422;2
37924;30.59;0.6;3012;"2016-04-12 14:03:38";531.182926829;3.34637790636;618.0;1.93176274865;2
37925;30.59;0.63;3009;"2016-04-12 14:03:39";529.027777778;2.21718178365;618.166666667;2.46644143116;2
37926;30.59;0.74;3108;"2016-04-12 14:03:40";530.425531915;7.97178894874;620.815602837;5.41943290441;2
37927;30.65;0.8;3108;"2016-04-12 14:03:40";528.615384615;1.68880756924;619.538461538;1.15127919593;2
37928;30.65;0.78;3108;"2016-04-12 14:03:40";531.842105263;1.42397360615;620.315789474;2.38531983024;2
37929;30.65;0.81;3255;"2016-04-12 14:03:41";528.421052632;1.63242762308;622.052631579;2.48095236829;2
37930;30.67;0.8;3255;"2016-04-12 14:03:41";530.636363636;1.6663911618;621.727272727;1.28564869307;2
37931;30.67;0.81;3255;"2016-04-12 14:03:41";533.692307692;3.7852876201;618.807692308;2.06656963569;2
37932;30.67;0.82;3399;"2016-04-12 14:03:42";533.0;1.94365063162;621.888888889;1.52347880009;2
37933;30.65;0.84;3399;"2016-04-12 14:03:42";530.090909091;2.06505758029;620.272727273;2.33903278732;2
