current,temp,rpm,vibrAvg,vibrStd,classifier
32.33,0.75,1014,659,12.8909452946,2
32.33,0.75,1014,638.6060606061,11.9111340679,2
32.31,0.73,1014,652.2,15.7107182098,2
32.33,0.78,1665,644.3,20.1397616669,2
32.33,0.78,1665,655.2,16.4932309347,2
32.31,0.71,1665,650.78125,22.1666054785,2
32.31,0.77,1665,679.3913043478,13.0907837824,2
32.33,0.79,2358,653.652173913,13.9770267898,2
32.35,0.74,2358,659.8695652174,12.6122933398,2
32.35,0.71,2358,637.2173913043,13.5227876009,2
32.33,0.74,2358,664.1296296296,18.7863684783,2
32.33,0.71,2358,647.4444444444,21.3807343763,2
32.35,0.7,2979,656.1698113208,13.7315720067,2
32.39,0.7,2979,653.8902439024,20.3242052601,2
32.33,0.72,3300,643.3456790123,28.6318308983,2
32.33,0.75,3300,652.9026548673,30.1559265229,2
32.41,0.71,3384,646.9,26.5271558973,2
32.39,0.72,3453,644.6734693878,17.7722413171,2
32.35,0.72,3459,655.4651162791,16.2385542334,2
32.35,0.71,3459,660.9069767442,17.47664748,2
32.39,0.71,3459,649.5476190476,17.1730719178,2
32.35,0.72,3459,653.7924528302,16.5385296175,2
32.38,0.73,3498,644.358490566,20.1757320501,2
32.35,0.71,3498,655.7407407407,23.6683764525,2
32.35,0.72,3498,649.6388888889,20.0459926416,2
32.35,0.74,3498,658.8888888889,18.4070906896,2
32.35,0.71,3498,656.5833333333,20.6591047994,2
32.39,0.73,3552,651.2777777778,17.6219735165,2
32.39,0.79,3552,651.8928571429,20.797216994,2
32.35,0.72,3552,645,28.798561472,2
32.45,0.78,3552,663.7857142857,35.5561499029,2
32.39,0.73,3552,638.0357142857,17.2616050877,2
32.36,0.76,3552,648.3448275862,24.0104515491,2
32.41,0.72,3552,657.1363636364,22.0542625328,2
32.41,0.73,3552,659.9090909091,11.927466739,2
32.41,0.72,3552,648.8181818182,20.6477741782,2
32.41,0.73,3552,659.5,17.0580559481,2
32.41,0.71,3552,656.3181818182,27.0477462742,2
32.45,0.71,3573,653.5454545455,16.4944268073,2
32.47,0.7,3573,650.3157894737,12.3205119151,2
32.47,0.69,3573,656.7916666667,27.7923538146,2
32.45,0.74,3573,647.5833333333,26.5312970324,2
32.45,0.72,3573,634.2083333333,33.905480342,2
32.45,0.76,3573,658.5,30.904422553,2
32.45,0.71,3558,653.2916666667,20.9691820828,2
32.45,0.72,3558,653.7142857143,19.3541993896,2
32.45,0.79,3558,617.1428571429,24.5818084388,2
32.45,0.72,3558,664.0714285714,21.2685693176,2
32.45,0.71,3558,654.3571428571,14.6365840221,2
32.45,0.71,3558,663.9285714286,16.1398543351,2
32.45,0.72,3558,630.8571428571,17.7999082777,2
32.45,0.75,3558,649.5714285714,22.5316104482,2
32.47,0.72,3543,656.7142857143,23.692761316,2
32.47,0.73,3543,643.9285714286,22.0631052267,2
32.45,0.72,3543,650.8333333333,18.6048082196,2
32.45,0.72,3543,650.0625,16.5566027237,2
32.47,0.76,3543,648.1875,15.2016395086,2
32.49,0.74,3543,657.1875,24.09543201,2
32.45,0.73,3498,650.65625,13.6212365789,2
32.47,0.71,3498,648.7878787879,25.1730466436,2
32.45,0.71,3495,645.4242424242,26.5455929151,2
32.45,0.78,3495,658.9090909091,33.7660073252,2
32.47,0.72,3495,640.6666666667,36.4481089559,2
32.47,0.74,3495,657,29.7548315404,2
32.45,0.7,3432,651.835443038,30.2150228289,2
32.47,0.72,3468,653.6024844721,30.5986399046,2
32.47,0.71,3468,660.3333333333,22.0731108415,2
32.55,0.7,3468,655.0277777778,25.9384807564,2
32.55,0.74,3537,662.2777777778,37.2935883014,2
32.5,0.71,3537,641.5555555556,22.7991769399,2
32.55,0.76,3546,654.7173913043,22.7774326181,2
32.55,0.68,3546,647.8695652174,19.3037602731,2
32.55,0.67,3576,651.4,11.6645712404,2
32.59,0.02,3531,646.954954955,13.4300908528,2
32.59,0.02,3273,645.612244898,16.6706589693,2
32.59,0.02,2745,650.8979591837,12.6495057546,2
32.59,0.02,2745,651.1875,12.2655619691,2
32.59,0.03,2745,649.7714285714,4.4620241891,2
32.59,0.02,2082,651.1818181818,1.5026148008,2
32.56,0.02,1374,650.8363636364,0.8896094417,2
32.61,0.02,1374,651.1818181818,1.3696835612,2
32.61,0.02,1374,650.1136363636,0.6814392887,2
32.39,0.89,12,648.4444444444,31.6459971529,1
32.39,1.15,12,654.0277777778,22.1277680141,1
32.39,1.07,147,648.5833333333,27.0917935504,1
32.41,1.25,147,659.4444444444,25.3557405778,1
32.41,1.13,147,659.6071428571,17.7619965209,1
32.39,0.95,147,659.9107142857,18.1563416565,1
32.39,0.66,1215,655.625,18.3396160771,1
32.4,0.63,2550,650.3285714286,13.6797257999,1
32.39,0.66,2550,657.0985915493,13.1204119327,1
32.41,0.71,3099,649.4347826087,21.4968674906,1
32.41,0.71,3099,654.152173913,18.4779155978,1
32.41,0.74,3408,650.4130434783,20.3614897454,1
32.41,0.78,3408,650.36,19.415210532,1
32.41,0.77,3408,649.08,25.8316395144,1
32.41,0.78,3408,655.72,16.4912582904,1
32.41,0.8,3492,648.08,26.6141616438,1
32.41,0.82,3492,659.52,20.4746086654,1
32.41,0.81,3492,648.5111111111,16.3511769501,1
32.41,0.79,3558,663.0444444444,21.1470571166,1
32.41,0.82,3558,654.652173913,19.5439497936,1
32.41,0.87,3651,651.0428571429,26.4820347267,1
32.41,0.85,3762,659.5915492958,21.9099163766,1
32.41,0.87,3816,662.1428571429,30.584910245,1
32.41,0.86,3816,641.3142857143,20.2467230909,1
32.41,0.86,3816,661.6,15.96818265,1
32.41,0.85,3900,655.2777777778,24.665102553,1
32.41,0.86,3900,653,19.1874959283,1
32.41,0.81,3900,625.44,110.2731445094,1
32.41,0.73,4032,626.8367346939,122.591631192,1
32.41,0.83,4032,655.2222222222,75.422186211,1
32.41,0.82,3987,644.0555555556,23.644290413,1
32.41,0.84,3987,641.1111111111,15.514827635,1
32.41,0.8,3987,644.25,19.3539760486,1
32.41,0.8,3987,653.9863945578,19.6655665764,1
32.45,0.85,3987,650.9066666667,19.6690439241,1
32.47,0.84,4065,654.954887218,21.6287418986,1
32.49,0.84,3978,655.7733333333,17.9555550055,1
32.49,0.72,4062,638,14.7017977521,1
32.53,0.68,4062,657.2142857143,12.6388209861,1
32.49,0.65,4047,648.1785714286,15.9598907341,1
32.49,0.65,4047,651.2857142857,11.3793583263,1
32.49,0.65,4047,639.2962962963,7.6633558784,1
32.53,0.7,4047,649.2777777778,20.5677891524,1
32.53,0.65,3882,650.5138888889,11.3956534788,1
32.53,0.43,3882,650.5,9.9289140057,1
32.53,0.1,3882,646.3333333333,15.6941248738,1
32.49,0.02,3630,643.4166666667,19.9037615094,1
32.53,0.02,3630,654.375,22.0677224697,1
32.53,0.02,3630,658.5833333333,7.1292628573,1
32.55,0.02,3207,646.4444444444,8.9176617652,1
32.55,0.02,3207,649.1666666667,11.2063969827,1
32.59,0.02,2547,656.0833333333,2.5644470922,1
32.55,0.02,2547,652.8181818182,3.1857119033,1
32.59,0.02,2547,650.652173913,0.5601782055,1
32.53,1.14,0,645.6862745098,16.9769049537,0
32.59,1.09,114,653.3725490196,21.7760083707,0
32.69,0.05,0,650.92,0.3919183588,0
32.69,0.04,0,650.36,0.7418894796,0
32.69,0.03,0,649.84,0.6118823416,0
32.69,0.02,0,651.48,1.8356470249,0
32.63,0.02,0,650.44,0.637495098,0
32.69,0.02,0,649.8863636364,0.8585375803,0
32.63,0.02,0,651.4090909091,0.717260629,0
32.69,0.02,0,650.4888888889,1.0877545112,0
32.69,0.02,0,649.2962962963,0.531581485,0
32.67,0.02,0,649.5185185185,0.7388865683,0
32.67,0.02,0,650.037037037,0.4287347001,0
32.67,0.02,0,650.2592592593,0.7499428419,0
32.69,0.02,0,650.5384615385,1.6226940854,0
32.67,0.02,0,651.0263157895,1.2244621183,0
32.69,0.02,0,650.1578947368,0.6293821444,0
32.67,0.02,0,650.4210526316,1.3105157472,0
32.69,0.02,0,650.25,1.1346805718,0
32.75,0.02,0,650.1666666667,0.4409585518,0
32.75,0.02,0,649.8888888889,0.6136311676,0
32.75,0.02,0,650.1666666667,0.5527707984,0
32.72,0.02,0,650.0833333333,0.5464532104,0
32.75,0.02,0,650.3684210526,0.624965373,0
32.74,0.02,0,650,0.7254762501,0
32.75,0.02,0,650.0263157895,0.6277294969,0
32.75,0.02,0,650.7,1.630950643,0
32.71,0.02,0,650.275862069,0.9430892642,0
32.71,0.02,0,650.1379310345,0.7756704744,0
32.71,0.02,0,649.7931034483,0.4827586207,0
32.71,0.02,0,651.2413793103,1.7151489814,0
32.71,0.02,0,650.9677419355,1.0312495073,0
32.71,0.02,0,650.5882352941,0.9112901991,0
32.71,0.02,0,649.3529411765,0.5882352941,0
32.71,0.02,0,649.5294117647,0.848365006,0
32.75,0.02,0,650.1176470588,0.962982679,0
32.69,0.99,0,651.1176470588,0.4705882353,0
32.69,0.85,0,647.4705882353,9.9120701646,0
32.71,0.9,0,660.6923076923,17.4879502048,0
32.75,1,0,652.9230769231,17.2958934142,0
32.71,1.31,30,645.1153846154,27.5001075845,1
32.71,1.42,30,638.4230769231,21.6815644428,1
32.71,1.25,30,657.28,24.9535889202,1
32.75,1.06,30,652.6752136752,22.4152073912,1
32.77,0.94,1041,652.4583333333,28.3871731108,1
32.77,0.88,1041,635.75,19.0531056086,1
32.75,0.9,1041,646.375,16.7799793901,1
32.75,0.92,1041,657.0384615385,21.8376540886,1
32.75,0.9,1821,651.6060606061,12.5961499504,1
32.75,0.92,1821,639.7878787879,15.8530325476,1
32.75,0.88,1821,655.7352941176,20.1206783062,1
32.75,0.91,1821,669.6,10.3460137251,1
32.75,0.84,1821,638.8,10.8762738718,1
32.71,0.86,2622,651.8,13.0547564767,1
32.75,0.86,2622,662.4666666667,15.1607680837,1
32.72,0.87,2622,639.4666666667,16.6367731914,1
32.77,0.85,2622,640.4615384615,9.451213879,1
32.77,0.84,3417,653.7288135593,19.408918541,1
32.77,0.86,3417,656.3548387097,16.8341978877,1
32.77,0.87,3963,649.4838709677,17.9297391589,1
32.77,0.85,3963,651.59375,14.834207459,1
32.77,0.82,4182,646.5588235294,22.2620637177,1
32.77,0.83,4182,650.4411764706,19.6007070348,1
32.77,0.9,4182,660.6176470588,19.8183140286,1
32.77,0.83,4182,654.4444444444,19.0152635247,1
32.8,0.88,4161,650.8819875776,18.9108332297,1
32.81,0.84,4074,658.1282051282,16.8844937013,1
32.81,0.85,4074,647.5316455696,17.0574868992,1
32.83,0.85,4032,649.3333333333,25.706678769,1
32.83,0.83,4032,653.6944444444,17.2446762227,1
32.83,0.85,4032,650.2222222222,22.024116972,1
32.83,0.86,4032,659.4722222222,18.1620576892,1
32.83,0.86,4032,643.5454545455,15.7501147838,1
32.83,0.81,4026,660.5454545455,21.592775039,1
32.85,0.83,4026,669.8636363636,23.4060898341,1
32.84,0.82,4026,662.0909090909,18.9446780507,1
32.85,0.82,4026,644.5454545455,11.8426320505,1
32.83,0.83,4026,647.9565217391,20.59438138,1
32.83,0.84,3996,651.4358974359,17.3305641848,1
32.83,0.02,3996,653.1282051282,14.6018605895,1
32.83,0.02,3996,648.7254901961,17.2582216058,1
32.85,0.02,3741,651.8431372549,12.7099969131,1
32.85,0.02,3741,654.1923076923,18.4234783961,1
32.85,0.02,3189,664.9189189189,18.3720974959,1
32.85,0.02,3189,654.1081081081,11.4650674702,1
32.85,0.02,3189,659.1081081081,6.6567737652,1
32.85,0.02,2511,651.2941176471,5.6648005612,1
32.85,0.02,2511,651.0588235294,1.1616716269,1
32.85,0.02,2511,651.5882352941,1.4166581857,1
32.85,0.02,2511,649.2941176471,1.8073284113,1
32.85,1.11,111,652.56,8.2028287804,1
32.85,1.18,111,636.52,6.8825576641,1
32.85,1.08,111,664.48,8.9983109526,1
32.85,1.11,111,653.3333333333,10.7651701746,1
32.89,0.87,519,652.3238095238,15.8730050794,1
32.85,0.76,1185,651.8823529412,15.8072297418,1
32.85,0.78,1185,653.2058823529,14.5375364281,1
32.85,0.77,1185,661,20.459429007,1
32.85,0.8,1185,652.0588235294,20.7335209922,1
32.85,0.76,1185,652.0625,22.7636463193,1
32.85,0.76,1908,649.125,14.1312670463,1
32.89,0.82,1908,650.2127659574,17.4806107423,1
32.89,0.77,2658,652.2794117647,15.0965964106,1
32.85,0.8,2658,670.6268656716,30.1220580757,1
32.89,0.76,3282,661.7,20.7800384985,1
32.85,0.75,3282,653.25,22.7329606519,1
32.85,0.75,3282,644.3,18.0335797888,1
32.89,0.74,3282,660.2,23.8340093144,1
32.89,0.74,3282,635.05,50.2528357409,1
32.89,0.75,3282,648.4285714286,22.7524387569,1
32.89,0.8,3282,648.5384615385,18.3768892681,1
32.85,0.78,3282,655.5769230769,12.016568936,1
32.85,0.78,3600,658.9230769231,15.6055292886,1
32.89,0.76,3600,646.4230769231,15.87250423,1
32.89,0.77,3600,666.0384615385,18.5399377006,1
32.91,0.75,3702,657.1520467836,22.3750653282,1
32.91,0.76,3702,649.8235294118,16.1071240874,1
32.91,0.77,3759,659.6764705882,11.8909767774,1
32.89,0.77,3759,643.1176470588,12.715818555,1
32.91,0.75,3759,648.4166666667,17.1405545742,1
32.97,0.79,3783,652.2361111111,21.0894214237,1
32.97,0.8,3783,651.7808219178,16.1629091503,1
32.97,0.77,3831,651.3026315789,19.1840255207,1
32.95,0.8,3831,651.0133333333,18.561245169,1
32.97,0.77,3858,658.9545454545,25.0244921349,1
32.97,0.75,3858,654.4090909091,11.3804421184,1
32.97,0.82,3858,645.9545454545,24.8440175216,1
32.97,0.78,3858,649.1363636364,17.0675008943,1
32.97,0.79,3858,652.7272727273,20.9765709525,1
32.96,0.77,3858,650.2631578947,20.7512640205,1
32.97,0.76,3858,662.7837837838,15.2778503071,1
32.97,0.82,3891,650.8648648649,12.0789344486,1
32.97,0.82,3891,656.4594594595,16.9731020825,1
32.96,0.78,3891,651.0526315789,23.1004071147,1
33.01,0.73,3903,657.8444444444,16.9390483211,1
33.03,0.77,3903,652.8,20.8407720053,1
33.03,0.84,3903,653.6222222222,15.4276647457,1
32.99,0.79,3945,648.8493150685,18.4068712847,1
32.95,0.77,3945,661.5890410959,17.6292375583,1
33.05,0.78,3951,654.8684210526,23.4371174946,1
33.05,0.83,3951,667.2894736842,20.722994976,1
33.03,0.75,3951,645.6052631579,16.9341440722,1
33.05,0.73,3912,651.4210526316,27.0949903885,1
33.03,0.74,3912,654.0526315789,15.5647161173,1
33.03,0.75,3912,651.1621621622,16.3368486053,1
33.05,0.75,3864,649.6329113924,16.5882200197,1
33.05,0.78,3864,659.9240506329,20.2232928443,1
33.03,0.75,3855,656.748502994,17.2184689044,1
33.05,0.83,3855,655.7307692308,16.4672737433,1
33.05,0.73,3843,648.3506493507,19.40328412,1
33.11,0.67,3786,654.2191780822,17.6466431868,1
33.11,0.69,3786,648.095890411,18.8724372358,1
33.13,0.03,3711,650.9038461538,18.7291007786,1
33.11,0.02,3711,649.1886792453,12.1996854333,1
33.11,0.02,3387,647.8333333333,17.1212992757,1
33.07,0.02,3387,653.4545454545,11.3102016409,1
33.07,0.02,2856,657.4259259259,13.5326790371,1
33.07,0.02,2856,649.7818181818,8.7025407138,1
33.13,0.02,2160,651.2777777778,2.1680907001,1
33.13,0.02,2160,650.6666666667,0.6236095645,1
33.13,0.02,2160,650.4324324324,0.5945945946,1
33.13,0.02,1431,649.3333333333,0.9428090416,1
33.19,0.72,780,649.9897959184,17.9207409752,1
33.19,0.72,1428,648.6902654867,14.5018031506,1
33.25,0.76,1428,649.5984848485,16.0740991776,1
33.19,0.76,3297,655.0769230769,19.0638395995,1
33.19,0.79,3297,650.3417721519,17.9731769738,1
33.21,0.74,3507,650.9,17.6245094494,1
33.19,0.77,3507,658.5666666667,11.4562452643,1
33.21,0.76,3507,646.8,13.6562561976,1
33.19,0.75,3507,648.4642857143,16.4348978502,1
33.21,0.73,3642,649.5263157895,18.7121362843,1
33.19,0.76,3642,641.5789473684,20.9794781669,1
33.21,0.75,3642,657.6842105263,13.5143301393,1
33.25,0.82,3642,649.5263157895,21.3476694674,1
33.19,0.74,3642,670.9047619048,9.7585360041,1
33.19,0.76,3783,651.592920354,18.5499264928,1
33.25,0.74,3909,648.7021276596,20.117295999,1
33.25,0.76,3957,651.4571428571,13.0785382694,1
33.25,0.73,3957,651.5428571429,18.5400614225,1
33.21,0.73,3957,657.3142857143,13.133972152,1
33.21,0.75,3957,644.9444444444,17.6634343654,1
33.29,0.76,3993,644.5633802817,18.1703460588,1
33.27,0.76,3993,655.5492957746,14.1777337155,1
33.35,0.76,3966,654.397260274,23.6421609274,1
33.35,0.78,3966,648.9452054795,15.4670577122,1
33.33,0.75,3966,649.08,17.5337845316,1
33.29,0.74,3939,659.28,23.8604610182,1
33.33,0.75,3939,644.4,19.5427736005,1
33.35,0.81,3939,642.44,18.2758419779,1
33.35,0.75,3939,661.347826087,17.058999144,1
33.35,0.74,3939,658.6086956522,21.8388149273,1
33.35,0.75,3939,653.9565217391,15.3806153008,1
33.39,0.79,3903,645.5744680851,17.5811125454,1
33.37,0.77,3909,649.4893617021,16.1783574113,1
33.39,0.75,3909,651.3191489362,17.8279082948,1
33.39,0.68,3909,656.2391304348,24.8300175827,1
33.39,0.03,3837,645.2368421053,26.996524348,1
33.39,0.02,3594,653.5,14.5742202102,1
33.39,0.02,3594,650.8461538462,11.0813737497,1
34.15,0.74,1611,661.6764705882,16.2385173697,1
34.15,0.75,1611,654.7714285714,15.8638595813,1
34.15,0.76,2349,659.1325301205,22.5499558327,1
34.17,0.77,2349,658.0120481928,22.342619048,1
34.21,0.79,3099,660.6724137931,21.2395109456,1
34.13,0.8,3099,649.5517241379,19.1213659282,1
34.21,0.79,3870,656.015625,20.9825017779,1
34.21,0.82,3966,665.8636363636,16.3743020796,1
34.21,0.83,3966,657.2272727273,27.2512415367,1
34.21,0.81,3966,656.9545454545,24.8659629957,1
34.21,0.79,3966,649.2272727273,24.917923119,1
34.2,0.78,3966,640.2727272727,15.3805716237,1
34.21,0.79,3966,658.2727272727,17.4855312088,1
34.21,0.82,4104,653.65625,28.116509135,1
34.21,0.8,4104,660.84375,16.7818901181,1
34.23,0.78,4104,651.1875,19.6141490703,1
34.23,0.8,4104,648.7272727273,19.9700878244,1
34.21,0.79,4161,655.75,19.0574788469,1
34.21,0.79,4161,651.6388888889,22.8231763027,1
34.23,0.83,4161,660.8333333333,23.1978207789,1
34.23,0.8,4161,654.2058823529,19.7138043778,1
34.25,0.85,4224,656.9594594595,23.4338858304,1
34.23,0.81,4224,650.8133333333,20.7850544596,1
34.3,0.83,4158,664.5,16.1141759537,1
34.31,0.83,4158,655.5416666667,26.922696693,1
34.29,0.78,4158,649.5416666667,21.2896280824,1
34.25,0.8,4158,643.875,29.8053581592,1
34.31,0.78,4158,663.2083333333,17.085518153,1
34.29,0.83,4158,659.4583333333,27.2457629224,1
34.33,0.78,4050,654.44,19.3537179891,1
34.33,0.77,4050,653.12,13.7384715307,1
34.33,0.8,4050,656.44,28.3253667231,1
34.33,0.85,4050,665.4,26.5088664412,1
34.37,0.83,4050,653.25,17.7229841355,1
34.39,0.78,4020,649.7826086957,23.6697505024,1
34.39,0.83,4020,660.5652173913,22.5616567518,1
34.37,0.83,4020,660.8695652174,17.8868529514,1
34.37,0.78,4020,665.2173913043,23.3181334956,1
34.37,0.76,4020,648.9130434783,21.6853247181,1
34.39,0.81,4020,655.72,17.858376186,1
34.37,0.76,4014,657.0952380952,17.2292795137,1
34.37,0.76,4014,663.8571428571,19.8429205663,1
34.31,0.66,4014,660.8571428571,32.0806806042,1
34.33,0.26,4014,646.2380952381,68.7645428857,1
34.37,0.02,4014,645.7142857143,68.932087253,1
34.37,0.02,4014,642.0454545455,68.9667095401,1
34.43,0.02,3765,657.4782608696,63.1672747542,1
34.39,0.02,3765,655.5217391304,47.1975830552,1
34.39,0.02,3213,657.3173076923,34.3358033655,1
34.43,0.02,2487,654.65625,0.9222721602,1
34.43,0.02,2487,656.34375,0.5921029788,1
34.43,0.02,2487,655.9375,0.4960783708,1
34.43,0.69,1350,655.6212121212,17.0398509308,1
34.43,0.69,1350,660.4626865672,15.1601681145,1
34.43,0.67,2019,648.4230769231,10.4372597233,1
34.45,0.61,2019,662,12.2537278472,1
34.45,0.61,2019,661.6666666667,8.3088529315,1
34.45,0.72,3261,659.96875,20.6768052038,1
34.47,0.75,3261,655.5,13.3416640641,1
34.45,0.75,3261,651.375,12.7101091655,1
34.43,0.76,3261,659.6774193548,19.6475182653,1
34.43,0.76,3528,654.9583333333,22.7531667515,1
34.43,0.8,3528,647.2083333333,20.7142848591,1
34.45,0.79,3528,657.5,11.3100250515,1
34.45,0.75,3528,660.0833333333,12.068956965,1
34.45,0.75,3528,652.8461538462,18.0057518752,1
34.47,0.76,3780,653.8775510204,26.5527066556,1
34.46,0.74,3780,661.4897959184,21.067551652,1
34.47,0.75,3780,659.96,13.9799284691,1
34.45,0.81,3879,661.6388888889,15.7518125549,1
34.45,0.76,3879,663.2777777778,12.3256983375,1
34.45,0.75,3879,659.3055555556,13.2052587262,1
34.45,0.74,3879,656.3783783784,17.8148910554,1
34.46,0.75,3852,652.7246376812,22.8116954862,1
34.47,0.74,3852,658.2173913043,17.8762813995,1
34.51,0.76,3894,659.0405405405,28.9031183154,1
34.51,0.74,3894,649.5405405405,20.3743275062,1
34.51,0.73,3894,659.2467532468,15.1436033765,1
34.53,0.76,3945,654.2207792208,15.3518249489,1
34.53,0.77,3945,663.0434782609,14.7131359849,1
34.51,0.75,3945,656.347826087,16.4385778917,1
34.51,0.74,3945,653.2173913043,13.5356422303,1
34.51,0.75,3945,655,16.8238960488,1
34.47,0.73,3945,656.4782608696,11.5037595564,1
34.51,0.73,3945,647.347826087,24.2157130009,1
34.51,0.72,3960,653.2080536913,19.0584671482,1
34.58,0.76,3975,657.9189189189,26.4159844918,1
34.55,0.74,3975,661.1891891892,15.5056011464,1
34.53,0.73,3975,659.2162162162,18.8538262446,1
34.55,0.78,3975,648.6944444444,14.3890765754,1
34.55,0.72,3942,649.55,15.4652028761,1
34.55,0.75,3942,654.4556962025,21.9440009208,1
34.55,0.72,3954,658.125,19.9674806646,1
34.55,0.72,3954,652.1264367816,20.9733298611,1
34.58,0.73,3888,656.6351351351,17.1586983097,1
34.55,0.74,3888,650.6216216216,21.7210215172,1
34.61,0.77,3849,661.5238095238,11.8587682955,1
34.61,0.71,3849,667.0952380952,16.6043733823,1
34.61,0.71,3849,647.7619047619,13.0599524607,1
34.61,0.71,3849,664.4285714286,25.3162312485,1
34.59,0.69,3849,667.5238095238,21.2459946872,1
34.61,0.68,3849,641.35,17.582022068,1
34.63,0.71,3882,675.1875,20.7099575989,1
34.67,0.66,3882,656,29.1161467231,1
34.63,0.65,3882,650.5625,31.8864562746,1
34.63,0.72,3882,658.1875,34.3642596858,1
34.67,0.03,3882,661.9375,54.1519491224,1
34.63,0.02,3882,648.3125,37.3391864366,1
34.63,0.02,3882,668.6315789474,52.4878036222,1
34.63,0.02,3690,653.0857142857,38.1038966351,1
34.61,0.02,3690,656.7714285714,33.7436433923,1
34.67,0.02,3690,651.7941176471,21.3097318444,1
34.69,1.3,0,651.7857142857,10.9751574764,0
34.71,1.34,0,659.9285714286,14.409641047,0
34.67,1.32,0,656.5333333333,22.8673469287,0
34.69,1.1,147,644.7,6.4969223483,1
34.69,1.06,147,656.3,17.7203273107,1
34.69,1.02,147,662.9,6.6850579653,1
34.69,0.89,147,676.2,11.2853887837,1
34.71,0.8,147,658.8,5.1341990612,1
34.71,0.78,147,653.2,4.9355850717,1
34.71,0.77,147,675.3,11.5935326799,1
34.71,0.75,147,648.2,11.9816526406,1
34.71,0.75,657,655.3333333333,12.3648246607,1
34.69,0.78,657,649.5,15.5300783428,1
34.71,0.69,657,663.5,9.2294817478,1
34.71,0.69,657,639.6666666667,13.7339805673,1
34.69,0.66,657,655.6,15.5940159463,1
34.69,0.65,1284,651.9,13.8018114753,1
34.69,0.66,1284,653.0322580645,9.5494768341,1
34.7,0.64,1284,663.3548387097,8.5290712995,1
34.69,0.68,1284,657.4516129032,20.9574664648,1
34.71,0.67,1284,662.2333333333,15.4654094317,1
34.71,0.62,1938,649.3333333333,14.2532647332,1
34.71,0.63,1938,653.6666666667,17.3691936741,1
34.71,0.66,1938,669.1333333333,9.3656583087,1
34.74,0.63,1938,661.7333333333,8.5748987684,1
34.75,0.63,1938,652.2,4.2300512211,1
34.71,0.62,1938,651.4375,8.6455823257,1
34.71,0.61,3159,653.8888888889,15.0513524268,1
34.69,0.63,3159,651.2777777778,10.2891828612,1
34.71,0.65,3159,644.4444444444,14.7769423323,1
34.71,0.62,3159,660.2222222222,17.1449881098,1
34.67,0.63,3159,661.3333333333,14.3022919686,1
34.7,0.62,3159,666.0666666667,14.326975334,1
34.71,0.64,3321,657.0555555556,10.9846975492,1
34.71,0.63,3321,660.9444444444,10.8677515932,1
34.71,0.64,3321,650.5,12.4398553046,1
34.71,0.61,3321,649.2941176471,9.4667511408,1
34.71,0.61,3393,652.5,8.3516465442,1
34.69,0.61,3393,666.9,8.1786306922,1
34.71,0.6,3393,657.8,11.1516814876,1
34.71,0.61,3393,646.55,6.0948748962,1
34.75,0.61,3393,666.45,6.399023363,1
34.75,0.64,3393,655.75,15.4333243341,1
34.75,0.6,3393,656.8095238095,10.4180203202,1
34.75,0.66,3417,647.1851851852,14.6970317916,1
34.75,0.61,3417,651.2407407407,11.0217548935,1
34.75,0.6,3417,660.8148148148,13.9018704764,1
34.75,0.6,3444,652.8255033557,11.0415515054,1
34.8,0.61,3399,647.275862069,11.3011947849,1
34.77,0.6,3399,661.0344827586,24.1767667879,1
34.75,0.61,3399,654.724137931,12.646102171,1
34.75,0.61,3399,643.3103448276,15.3220675842,1
34.75,0.67,3399,661.0967741935,10.5474498942,1
34.75,0.79,3441,648.8888888889,18.9450146542,1
34.75,0.73,3441,657.0740740741,16.9638524755,1
34.77,0.73,3441,645.962962963,26.9092872326,1
34.77,0.72,3441,649.5185185185,9.1017717867,1
34.77,0.75,3441,656.32,18.589717588,1
34.81,0.72,3609,659.875,18.3230558314,1
34.81,0.74,3609,637.5625,14.2169298286,1
34.81,0.73,3609,636.625,21.7021744302,1
34.77,0.73,3609,637.9375,24.973657997,1
34.77,0.74,3609,650.3125,8.1141754818,1
34.81,0.72,3690,656.8461538462,15.0784928539,1
34.77,0.72,3690,642.1052631579,14.8355715369,1
34.81,0.72,3690,654.5263157895,14.0426733886,1
34.77,0.73,3690,670.0526315789,24.1322533339,1
34.77,0.72,3690,656.5789473684,23.4191010423,1
34.81,0.75,3690,652.65,12.1666552511,1
34.8,0.78,3759,646.4,12.4795833264,1
34.81,0.73,3759,656.95,15.2920731099,1
34.77,0.73,3759,665.8,20.2721483815,1
34.77,0.73,3759,664.4,20.5703670361,1
34.81,0.75,3759,656.6666666667,11.1255461789,1
34.83,0.76,3771,653.5466666667,17.7728582082,1
34.83,0.75,3771,654.8533333333,15.0392316589,1
34.84,0.75,3771,651.4634146341,16.1579061083,1
34.85,0.79,3771,653.4691358025,16.1130929201,1
34.91,0.75,3999,655.7571428571,21.5104198765,1
34.91,0.73,3999,646.1549295775,19.2124137447,1
34.91,0.75,4029,654.3113772455,18.8472918341,1
34.91,0.75,4008,664.6666666667,20.8475951184,1
34.93,0.75,4008,647.4666666667,20.3651117792,1
34.92,0.78,4008,640.2727272727,16.071380034,1
34.97,0.75,4032,653,22.0193022869,1
34.99,0.78,4005,647.04,24.1850863137,1
34.99,0.78,4005,641.84,18.0968063481,1
34.99,0.74,4005,653.92,16.1788009444,1
34.93,0.76,4005,652.8,20.4626488999,1
