"id";"temperatureVal";"currentVal";"vibrationVal";"rpmVal";"receivedTime"
14470;35.05;0.67;0.0;3690;"2016-04-09 16:01:13"
14471;35.05;0.69;0.0;3690;"2016-04-09 16:01:13"
14472;35.01;0.7;0.0;3690;"2016-04-09 16:01:13"
14473;35.04;0.67;0.0;3690;"2016-04-09 16:01:13"
14474;35.05;0.67;0.0;3639;"2016-04-09 16:01:13"
14475;35.01;0.68;0.0;3639;"2016-04-09 16:01:14"
14476;35.05;0.74;0.0;3639;"2016-04-09 16:01:14"
14477;35.01;0.68;0.0;3639;"2016-04-09 16:01:14"
14478;35.01;0.67;0.0;3639;"2016-04-09 16:01:14"
14479;35.01;0.68;0.0;3639;"2016-04-09 16:01:14"
14480;35.03;0.68;0.0;3633;"2016-04-09 16:01:14"
14481;35.01;0.68;0.0;3633;"2016-04-09 16:01:14"
14482;35.05;0.68;0.0;3633;"2016-04-09 16:01:15"
14483;35.07;0.73;0.0;3570;"2016-04-09 16:01:16"
14484;35.05;0.69;0.0;3570;"2016-04-09 16:01:16"
14485;35.02;0.65;0.0;3570;"2016-04-09 16:01:16"
14486;35.01;0.67;0.0;3570;"2016-04-09 16:01:16"
14487;35.05;0.67;0.0;3570;"2016-04-09 16:01:16"
14488;35.07;0.68;0.0;3540;"2016-04-09 16:01:16"
14489;35.07;0.66;0.0;3540;"2016-04-09 16:01:17"
14490;35.05;0.67;0.0;3540;"2016-04-09 16:01:17"
14491;35.02;0.72;0.0;3495;"2016-04-09 16:01:18"
14492;35.05;0.67;0.0;3495;"2016-04-09 16:01:18"
14493;35.07;0.67;0.0;3522;"2016-04-09 16:01:18"
14494;35.07;0.72;0.0;3522;"2016-04-09 16:01:19"
14495;35.07;0.68;0.0;3522;"2016-04-09 16:01:19"
14496;35.05;0.63;0.0;3453;"2016-04-09 16:01:19"
14497;35.07;0.52;0.0;3453;"2016-04-09 16:01:20"
14498;35.09;0.02;0.0;3453;"2016-04-09 16:01:20"
14499;35.09;0.02;0.0;3453;"2016-04-09 16:01:20"
14500;35.09;0.02;0.0;3453;"2016-04-09 16:01:20"
14501;35.09;0.02;0.0;3453;"2016-04-09 16:01:20"
14502;35.13;0.02;0.0;3297;"2016-04-09 16:01:21"
14503;35.09;0.02;0.0;3297;"2016-04-09 16:01:21"
14504;35.09;0.02;0.0;2877;"2016-04-09 16:01:22"
14505;35.07;0.02;0.0;2877;"2016-04-09 16:01:22"
14506;35.07;0.02;0.0;2295;"2016-04-09 16:01:23"
14507;35.08;0.02;0.0;2295;"2016-04-09 16:01:23"
14508;35.09;0.02;0.0;2295;"2016-04-09 16:01:23"
14509;35.09;0.02;0.0;2295;"2016-04-09 16:01:23"
14510;35.15;0.02;0.0;1608;"2016-04-09 16:01:24"
14511;35.09;0.02;0.0;1608;"2016-04-09 16:01:24"
14512;35.09;0.02;0.0;924;"2016-04-09 16:01:24"
14513;35.09;0.02;0.0;924;"2016-04-09 16:01:24"
14514;35.13;0.02;0.0;387;"2016-04-09 16:01:25"
14515;35.15;0.02;0.0;387;"2016-04-09 16:01:26"
14516;35.15;0.02;0.0;387;"2016-04-09 16:01:26"
14517;35.15;0.02;0.0;387;"2016-04-09 16:01:26"
14518;35.14;0.02;0.0;387;"2016-04-09 16:01:26"
14519;35.07;0.02;0.0;99;"2016-04-09 16:01:27"
14520;35.13;0.02;0.0;99;"2016-04-09 16:01:27"
14521;35.09;0.02;0.0;0;"2016-04-09 16:01:27"
14522;35.13;0.02;0.0;0;"2016-04-09 16:01:29"
14523;35.15;0.02;0.0;0;"2016-04-09 16:01:29"
14524;35.15;0.02;0.0;0;"2016-04-09 16:01:29"
14525;35.13;0.02;0.0;0;"2016-04-09 16:01:30"
14526;35.19;0.02;0.0;0;"2016-04-09 16:01:30"
14527;35.13;0.02;0.0;0;"2016-04-09 16:01:30"
14528;35.19;0.02;0.0;0;"2016-04-09 16:01:30"
14529;35.15;0.02;0.0;0;"2016-04-09 16:01:31"
14530;35.07;1.06;0.0;147;"2016-04-09 16:02:04"
14531;35.09;0.89;0.0;513;"2016-04-09 16:02:05"
14532;35.09;0.84;0.0;513;"2016-04-09 16:02:05"
14533;35.13;0.77;0.0;513;"2016-04-09 16:02:05"
14534;35.07;0.73;0.0;513;"2016-04-09 16:02:05"
14535;35.09;0.7;0.0;513;"2016-04-09 16:02:05"
14536;35.13;0.68;0.0;1149;"2016-04-09 16:02:05"
14537;35.08;0.64;0.0;1149;"2016-04-09 16:02:06"
14538;35.13;0.66;0.0;1149;"2016-04-09 16:02:06"
14539;35.09;0.61;0.0;1818;"2016-04-09 16:02:07"
14540;35.13;0.68;0.0;1818;"2016-04-09 16:02:07"
14541;35.09;0.61;0.0;2991;"2016-04-09 16:02:09"
14542;35.09;0.65;0.0;2991;"2016-04-09 16:02:09"
14543;35.09;0.64;0.0;2991;"2016-04-09 16:02:09"
14544;35.13;0.67;0.0;3297;"2016-04-09 16:02:10"
14545;35.09;0.69;0.0;3297;"2016-04-09 16:02:10"
14546;35.15;0.7;0.0;3351;"2016-04-09 16:02:11"
14547;35.13;0.72;0.0;3507;"2016-04-09 16:02:12"
14548;35.13;0.67;0.0;3507;"2016-04-09 16:02:13"
14549;35.13;0.67;0.0;3507;"2016-04-09 16:02:13"
14550;35.13;0.74;0.0;3507;"2016-04-09 16:02:13"
14551;35.13;0.76;0.0;3507;"2016-04-09 16:02:13"
14552;35.15;0.75;0.0;3624;"2016-04-09 16:02:13"
14553;35.15;0.73;0.0;3624;"2016-04-09 16:02:13"
14554;35.15;0.74;0.0;3624;"2016-04-09 16:02:14"
14555;35.15;0.78;0.0;3624;"2016-04-09 16:02:14"
14556;35.19;0.77;0.0;3624;"2016-04-09 16:02:14"
14557;35.19;0.76;0.0;3846;"2016-04-09 16:02:16"
14558;35.19;0.78;0.0;3846;"2016-04-09 16:02:16"
14559;35.21;0.81;0.0;3927;"2016-04-09 16:02:17"
14560;35.21;0.75;0.0;3927;"2016-04-09 16:02:17"
14561;35.21;0.75;0.0;3927;"2016-04-09 16:02:17"
14562;35.19;0.75;0.0;3927;"2016-04-09 16:02:17"
14563;35.21;0.76;0.0;3984;"2016-04-09 16:02:17"
14564;35.23;0.77;0.0;4008;"2016-04-09 16:02:20"
14565;35.23;0.78;0.0;4008;"2016-04-09 16:02:20"
14566;35.23;0.77;0.0;3996;"2016-04-09 16:02:20"
14567;35.19;0.76;0.0;3996;"2016-04-09 16:02:21"
14568;35.21;0.75;0.0;3996;"2016-04-09 16:02:21"
14569;35.21;0.82;0.0;3957;"2016-04-09 16:02:21"
14570;35.27;0.79;0.0;3957;"2016-04-09 16:02:22"
14571;35.21;0.77;0.0;3957;"2016-04-09 16:02:22"
14572;35.23;0.78;0.0;3957;"2016-04-09 16:02:22"
14573;35.23;0.76;0.0;3957;"2016-04-09 16:02:22"
14574;35.21;0.78;0.0;3903;"2016-04-09 16:02:22"
14575;35.21;0.75;0.0;3903;"2016-04-09 16:02:23"
14576;35.21;0.8;0.0;3903;"2016-04-09 16:02:23"
14577;35.23;0.75;0.0;3903;"2016-04-09 16:02:23"
14578;35.26;0.82;0.0;3903;"2016-04-09 16:02:23"
14579;35.23;0.77;0.0;3837;"2016-04-09 16:02:24"
14580;35.27;0.76;0.0;3837;"2016-04-09 16:02:25"
14581;35.27;0.77;0.0;3837;"2016-04-09 16:02:25"
14582;35.27;0.81;0.0;3837;"2016-04-09 16:02:25"
14583;35.23;0.76;0.0;3837;"2016-04-09 16:02:25"
14584;35.23;0.75;0.0;3837;"2016-04-09 16:02:25"
14585;35.26;0.76;0.0;3822;"2016-04-09 16:02:25"
14586;35.23;0.74;0.0;3822;"2016-04-09 16:02:26"
14587;35.27;0.74;0.0;3822;"2016-04-09 16:02:26"
14588;35.27;0.74;0.0;3867;"2016-04-09 16:02:27"
14589;35.27;0.73;0.0;3891;"2016-04-09 16:02:27"
14590;35.27;0.73;0.0;3891;"2016-04-09 16:02:27"
14591;35.27;0.73;0.0;3891;"2016-04-09 16:02:28"
14592;35.27;0.73;0.0;3891;"2016-04-09 16:02:28"
14593;35.27;0.73;0.0;3891;"2016-04-09 16:02:28"
14594;35.27;0.77;0.0;3891;"2016-04-09 16:02:28"
14595;35.27;0.72;0.0;3891;"2016-04-09 16:02:28"
14596;35.27;0.69;0.0;3843;"2016-04-09 16:02:28"
14597;35.27;0.34;0.0;3843;"2016-04-09 16:02:29"
14598;35.27;0.02;0.0;3843;"2016-04-09 16:02:29"
14599;35.27;0.02;0.0;3843;"2016-04-09 16:02:29"
14600;35.29;0.02;0.0;3552;"2016-04-09 16:02:29"
14601;35.29;0.02;0.0;3552;"2016-04-09 16:02:29"
14602;35.29;0.02;0.0;3552;"2016-04-09 16:02:30"
14603;35.29;0.02;0.0;3552;"2016-04-09 16:02:30"
14604;35.29;0.02;0.0;3552;"2016-04-09 16:02:30"
14605;35.29;0.02;0.0;3552;"2016-04-09 16:02:30"
14606;35.29;0.02;0.0;3552;"2016-04-09 16:02:30"
14607;35.29;0.02;0.0;3018;"2016-04-09 16:02:30"
14608;35.29;0.02;0.0;3018;"2016-04-09 16:02:31"
14609;35.37;1.09;0.0;105;"2016-04-09 16:02:49"
14610;35.37;1.0;0.0;105;"2016-04-09 16:02:49"
14611;35.37;0.86;0.0;105;"2016-04-09 16:02:49"
14612;35.43;0.84;0.0;105;"2016-04-09 16:02:49"
14613;35.43;0.8;0.0;105;"2016-04-09 16:02:49"
14614;35.41;0.82;0.0;597;"2016-04-09 16:02:49"
14615;35.37;0.77;0.0;597;"2016-04-09 16:02:49"
14616;35.37;0.75;0.0;597;"2016-04-09 16:02:49"
14617;35.37;0.73;0.0;597;"2016-04-09 16:02:50"
14618;35.37;0.74;0.0;597;"2016-04-09 16:02:50"
14619;35.37;0.75;0.0;597;"2016-04-09 16:02:50"
14620;35.37;0.75;0.0;597;"2016-04-09 16:02:50"
14621;35.37;0.75;0.0;597;"2016-04-09 16:02:50"
14622;35.37;0.76;0.0;1308;"2016-04-09 16:02:50"
14623;35.37;0.73;0.0;1308;"2016-04-09 16:02:51"
14624;35.37;0.66;0.0;2763;"2016-04-09 16:02:53"
14625;35.37;0.74;0.0;2763;"2016-04-09 16:02:53"
14626;35.37;0.78;0.0;3390;"2016-04-09 16:02:53"
14627;35.45;0.8;0.0;3390;"2016-04-09 16:02:54"
14628;35.45;0.88;0.0;3390;"2016-04-09 16:02:54"
14629;35.45;0.81;0.0;3390;"2016-04-09 16:02:54"
14630;35.45;0.81;0.0;3390;"2016-04-09 16:02:54"
14631;35.43;0.87;0.0;3390;"2016-04-09 16:02:54"
14632;35.44;0.79;0.0;3717;"2016-04-09 16:02:54"
14633;35.37;0.85;0.0;3717;"2016-04-09 16:02:55"
14634;35.43;0.83;0.0;3717;"2016-04-09 16:02:55"
14635;35.38;0.85;0.0;3717;"2016-04-09 16:02:55"
14636;35.39;0.8;0.0;3840;"2016-04-09 16:02:56"
14637;35.37;0.82;0.0;3840;"2016-04-09 16:02:56"
14638;35.37;0.83;0.0;3840;"2016-04-09 16:02:56"
14639;35.44;0.91;0.0;3840;"2016-04-09 16:02:56"
14640;35.37;0.85;0.0;3840;"2016-04-09 16:02:56"
14641;35.37;0.82;0.0;3942;"2016-04-09 16:02:56"
14642;35.39;0.9;0.0;4050;"2016-04-09 16:02:58"
14643;35.45;0.87;0.0;4050;"2016-04-09 16:02:58"
14644;35.43;0.85;0.0;4050;"2016-04-09 16:02:58"
14645;35.43;0.89;0.0;4167;"2016-04-09 16:02:58"
14646;35.45;0.87;0.0;4167;"2016-04-09 16:02:59"
14647;35.45;0.81;0.0;4167;"2016-04-09 16:02:59"
14648;35.45;0.82;0.0;4167;"2016-04-09 16:02:59"
14649;35.45;0.84;0.0;4167;"2016-04-09 16:02:59"
14650;35.43;0.85;0.0;4167;"2016-04-09 16:02:59"
14651;35.45;0.84;0.0;4185;"2016-04-09 16:02:59"
14652;35.45;0.85;0.0;4185;"2016-04-09 16:02:59"
14653;35.43;0.82;0.0;4185;"2016-04-09 16:03:00"
14654;35.51;0.7;0.0;348;"2016-04-09 16:04:30"
14655;35.51;0.7;0.0;348;"2016-04-09 16:04:30"
14656;35.51;0.69;0.0;969;"2016-04-09 16:04:30"
14657;35.51;0.78;0.0;969;"2016-04-09 16:04:31"
14658;35.47;0.81;0.0;969;"2016-04-09 16:04:31"
14659;35.51;0.78;0.0;2580;"2016-04-09 16:04:33"
14660;35.51;0.79;0.0;3324;"2016-04-09 16:04:33"
14661;35.53;0.85;0.0;3324;"2016-04-09 16:04:34"
14662;35.53;0.8;0.0;3324;"2016-04-09 16:04:34"
14663;35.53;0.79;0.0;3324;"2016-04-09 16:04:34"
14664;35.53;0.82;0.0;3324;"2016-04-09 16:04:34"
14665;35.53;0.82;0.0;3324;"2016-04-09 16:04:34"
14666;35.51;0.8;0.0;3861;"2016-04-09 16:04:34"
14667;35.52;0.79;0.0;4182;"2016-04-09 16:04:36"
14668;35.53;0.81;0.0;4137;"2016-04-09 16:04:38"
14669;35.53;0.79;0.0;4137;"2016-04-09 16:04:38"
14670;35.53;0.84;0.0;4137;"2016-04-09 16:04:38"
14671;35.51;0.89;0.0;4137;"2016-04-09 16:04:38"
14672;35.51;0.81;0.0;4212;"2016-04-09 16:04:39"
